
=== Eastern Mediterranean (5295 records) ===
TrackNumber  Vessel_Name                    IMO        Flag  Location                  Country             
COSU6427221640 CMA CGM BUTTERFLY              9365790    BS    Iskenderun                Turkey              
COSU6427221840 CMA CGM BUTTERFLY              9365790    BS    Iskenderun                Turkey              
COSU6430442260 CMA CGM BUTTERFLY              9365790    BS    Iskenderun                Turkey              
COSU6434355790 CMA CGM BUTTERFLY              9365790    BS    Iskenderun                Turkey              
COSU6434767260 CMA CGM BUTTERFLY              9365790    BS    Iskenderun                Turkey              
COSU6434768820 CMA CGM BUTTERFLY              9365790    BS    Iskenderun                Turkey              
COSU6435036190 CMA CGM BUTTERFLY              9365790    BS    Iskenderun                Turkey              
COSU6431585560 CMA CGM CENDRILLON             9449819    MT    Iskenderun                Turkey              
COSU6433635460 CMA CGM CENDRILLON             9449819    MT    Mersin                    Turkey              
COSU6434355690 CMA CGM CENDRILLON             9449819    MT    Iskenderun                Turkey              
COSU6434355780 CMA CGM CENDRILLON             9449819    MT    Iskenderun                Turkey              
COSU6434767220 CMA CGM CENDRILLON             9449819    MT    Iskenderun                Turkey              
COSU6434767240 CMA CGM CENDRILLON             9449819    MT    Iskenderun                Turkey              
COSU6434768360 CMA CGM CENDRILLON             9449819    MT    Iskenderun                Turkey              
COSU6434768400 CMA CGM CENDRILLON             9449819    MT    Iskenderun                Turkey              
COSU6429562520 CMA CGM MEXICO                 9839911    SG    Mersin                    Turkey              
COSU6421277500 CMA CGM MOZART                 9280615    MT    Iskenderun                Turkey              
COSU6421277780 CMA CGM MOZART                 9280615    MT    Iskenderun                Turkey              
COSU6428629730 CMA CGM NABUCCO                9299630    CY    Iskenderun                Turkey              
COSU6431581200 CMA CGM NABUCCO                9299630    CY    Iskenderun                Turkey              
COSU6421494180 CMA CGM PELLEAS                9365788    MT    Iskenderun                Turkey              
COSU6431585640 CMA CGM PELLEAS                9365788    MT    Iskenderun                Turkey              
COSU6431585660 CMA CGM TITUS                  9450636    MT    Iskenderun                Turkey              
COSU6432343920 CMA CGM TITUS                  9450636    MT    Mersin                    Turkey              
COSU6432343950 CMA CGM TITUS                  9450636    MT    Iskenderun                Turkey              
COSU6432343960 CMA CGM TITUS                  9450636    MT    Iskenderun                Turkey              
COSU6421277500 CMA CGM URAL                   9705079    MT    Iskenderun                Turkey              
COSU6421277780 CMA CGM URAL                   9705079    MT    Iskenderun                Turkey              
COSU6423371070 CMA CGM URAL                   9705079    MT    Iskenderun                Turkey              
COSU6423371510 CMA CGM URAL                   9705079    MT    Iskenderun                Turkey              
COSU6423371750 CMA CGM URAL                   9705079    MT    Iskenderun                Turkey              
COSU6431581440 CMA CGM URAL                   9705079    MT    Iskenderun                Turkey              
COSU6433191080 CMA CGM URAL                   9705079    MT    Iskenderun                Turkey              
COSU6430442260 COSCO ANTWERP                  9246396    GB    Iskenderun                Turkey              
COSU6433021670 COSCO ANTWERP                  9246396    GB    Mersin                    Turkey              
COSU6433022390 COSCO ANTWERP                  9246396    GB    Mersin                    Turkey              
COSU6434355790 COSCO ANTWERP                  9246396    GB    Iskenderun                Turkey              
COSU6434767260 COSCO ANTWERP                  9246396    GB    Iskenderun                Turkey              
COSU6434768820 COSCO ANTWERP                  9246396    GB    Iskenderun                Turkey              
COSU6435036190 COSCO ANTWERP                  9246396    GB    Iskenderun                Turkey              
COEU9019749720 COSCO SHANGHAI                 9221097    GB    Mersin                    Turkey              
COSU6423371070 COSCO SHIPPING AQUARIUS        9789623    HK    Iskenderun                Turkey              
COSU6423371750 COSCO SHIPPING AQUARIUS        9789623    HK    Iskenderun                Turkey              
COSU6431581200 COSCO SHIPPING AQUARIUS        9789623    HK    Iskenderun                Turkey              
COSU6402166050 COSCO SHIPPING PLANET          9795660    HK    Iskenderun                Turkey              
COSU6427221640 COSCO SHIPPING PLANET          9795660    HK    Iskenderun                Turkey              
COSU6427221840 COSCO SHIPPING PLANET          9795660    HK    Iskenderun                Turkey              
COSU6431581440 COSCO SHIPPING PLANET          9795660    HK    Iskenderun                Turkey              
COSU6433191080 COSCO SHIPPING PLANET          9795660    HK    Iskenderun                Turkey              
COSU6424803150 COSCO SHIPPING TAURUS          9783459    HK    Mersin                    Turkey              
COSU6431585660 CSCL ATLANTIC OCEAN            9695145    HK    Iskenderun                Turkey              
COSU6432343920 CSCL ATLANTIC OCEAN            9695145    HK    Mersin                    Turkey              
COSU6432343950 CSCL ATLANTIC OCEAN            9695145    HK    Iskenderun                Turkey              
COSU6432343960 CSCL ATLANTIC OCEAN            9695145    HK    Iskenderun                Turkey              
COSU6423371510 CSCL GLOBE                     9695121    HK    Iskenderun                Turkey              
COSU6428629730 CSCL GLOBE                     9695121    HK    Iskenderun                Turkey              
COSU6431585640 CSCL GLOBE                     9695121    HK    Iskenderun                Turkey              
COSU6421494180 CSCL INDIAN OCEAN              9695157    HK    Iskenderun                Turkey              
COSU6431585560 CSCL INDIAN OCEAN              9695157    HK    Iskenderun                Turkey              
COSU6433635460 CSCL INDIAN OCEAN              9695157    HK    Mersin                    Turkey              
COSU6434355690 CSCL INDIAN OCEAN              9695157    HK    Iskenderun                Turkey              
